"year","month","Fleet","sex","partition","ageErr","LbinLo","LbinHi","nSamps","U0","U1","U2","U3","U4","U5","U6","U7","U8","U9","U10","U11","U12","U13","U14","U15","U16","U17","U18","U19","U20","U21","U22","U23","U24","U25","U26","U27","U28","U29","U30","U31","U32","U33","U34","U35","U36","U37","U38","U39","U40","U41","U42","U43","U44","U45","U46","U47","U48","U49","U50","U0","U1","U2","U3","U4","U5","U6","U7","U8","U9","U10","U11","U12","U13","U14","U15","U16","U17","U18","U19","U20","U21","U22","U23","U24","U25","U26","U27","U28","U29","U30","U31","U32","U33","U34","U35","U36","U37","U38","U39","U40","U41","U42","U43","U44","U45","U46","U47","U48","U49","U50"
2003,7,7,1,0,1,44,44,17,0,29.4117647058824,17.6470588235294,17.6470588235294,29.4117647058824,5.88235294117647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.4117647058824,17.6470588235294,17.6470588235294,29.4117647058824,5.88235294117647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,7,7,1,0,1,46,46,27,0,0,33.3333333333333,25.9259259259259,29.6296296296296,7.40740740740741,3.7037037037037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3333333333333,25.9259259259259,29.6296296296296,7.40740740740741,3.7037037037037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,7,7,1,0,1,48,48,59,0,0,27.1186440677966,55.9322033898305,13.5593220338983,1.69491525423729,0,0,1.69491525423729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.1186440677966,55.9322033898305,13.5593220338983,1.69491525423729,0,0,1.69491525423729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,7,7,1,0,1,50,50,78,0,0,14.1025641025641,62.8205128205128,11.5384615384615,5.12820512820513,2.56410256410256,2.56410256410256,0,0,1.28205128205128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1025641025641,62.8205128205128,11.5384615384615,5.12820512820513,2.56410256410256,2.56410256410256,0,0,1.28205128205128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,7,7,1,0,1,52,52,41,0,0,2.4390243902439,51.219512195122,41.4634146341463,0,0,0,2.4390243902439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4390243902439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4390243902439,51.219512195122,41.4634146341463,0,0,0,2.4390243902439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4390243902439,0,0,0,0,0,0,0,0,0,0,0,0
2003,7,7,1,0,1,54,54,76,0,0,0,60.5263157894737,32.8947368421053,1.31578947368421,0,2.63157894736842,1.31578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.5263157894737,32.8947368421053,1.31578947368421,0,2.63157894736842,1.31578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,7,7,1,0,1,56,56,62,0,0,0,35.4838709677419,37.0967741935484,6.45161290322581,1.61290322580645,1.61290322580645,3.2258064516129,1.61290322580645,4.83870967741935,1.61290322580645,0,1.61290322580645,1.61290322580645,0,1.61290322580645,0,0,0,1.61290322580645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4838709677419,37.0967741935484,6.45161290322581,1.61290322580645,1.61290322580645,3.2258064516129,1.61290322580645,4.83870967741935,1.61290322580645,0,1.61290322580645,1.61290322580645,0,1.61290322580645,0,0,0,1.61290322580645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,7,7,1,0,1,58,58,55,0,0,0,27.2727272727273,30.9090909090909,12.7272727272727,7.27272727272727,3.63636363636364,0,1.81818181818182,0,0,1.81818181818182,3.63636363636364,0,0,0,1.81818181818182,0,1.81818181818182,0,1.81818181818182,0,0,1.81818181818182,0,0,0,0,0,0,1.81818181818182,0,0,1.81818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.2727272727273,30.9090909090909,12.7272727272727,7.27272727272727,3.63636363636364,0,1.81818181818182,0,0,1.81818181818182,3.63636363636364,0,0,0,1.81818181818182,0,1.81818181818182,0,1.81818181818182,0,0,1.81818181818182,0,0,0,0,0,0,1.81818181818182,0,0,1.81818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,7,7,1,0,1,60,60,50,0,0,0,14,20,6,10,4,0,6,2,2,2,6,2,0,0,0,2,0,2,0,2,2,0,2,0,0,2,2,0,0,2,0,0,2,0,0,2,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,14,20,6,10,4,0,6,2,2,2,6,2,0,0,0,2,0,2,0,2,2,0,2,0,0,2,2,0,0,2,0,0,2,0,0,2,0,0,0,2,2,2,0,0,0,0,0,0
2003,7,7,1,0,1,62,62,24,0,0,0,4.16666666666667,25,12.5,8.33333333333333,0,4.16666666666667,4.16666666666667,0,0,4.16666666666667,4.16666666666667,0,0,8.33333333333333,0,0,0,0,4.16666666666667,0,0,0,4.16666666666667,4.16666666666667,0,4.16666666666667,0,0,0,0,4.16666666666667,0,0,0,0,0,0,0,0,0,0,4.16666666666667,0,0,0,0,0,0,0,0,0,4.16666666666667,25,12.5,8.33333333333333,0,4.16666666666667,4.16666666666667,0,0,4.16666666666667,4.16666666666667,0,0,8.33333333333333,0,0,0,0,4.16666666666667,0,0,0,4.16666666666667,4.16666666666667,0,4.16666666666667,0,0,0,0,4.16666666666667,0,0,0,0,0,0,0,0,0,0,4.16666666666667,0,0,0,0,0,0
2003,7,7,1,0,1,64,64,20,0,0,0,5,35,10,5,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,35,10,5,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,5
2003,7,7,1,0,1,66,66,13,0,0,0,7.69230769230769,15.3846153846154,0,7.69230769230769,7.69230769230769,23.0769230769231,0,0,0,0,0,0,0,0,0,0,7.69230769230769,7.69230769230769,7.69230769230769,0,0,0,0,0,0,0,0,0,0,0,0,7.69230769230769,0,0,0,0,0,0,7.69230769230769,0,0,0,0,0,0,0,0,0,0,0,0,7.69230769230769,15.3846153846154,0,7.69230769230769,7.69230769230769,23.0769230769231,0,0,0,0,0,0,0,0,0,0,7.69230769230769,7.69230769230769,7.69230769230769,0,0,0,0,0,0,0,0,0,0,0,0,7.69230769230769,0,0,0,0,0,0,7.69230769230769,0,0,0,0,0,0,0,0,0
2003,7,7,1,0,1,68,68,14,0,0,0,0,7.14285714285714,14.2857142857143,0,14.2857142857143,14.2857142857143,7.14285714285714,7.14285714285714,0,7.14285714285714,0,0,0,0,0,0,7.14285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2857142857143,0,0,0,7.14285714285714,0,0,0,0,0,0,0,0,0,0,0,7.14285714285714,14.2857142857143,0,14.2857142857143,14.2857142857143,7.14285714285714,7.14285714285714,0,7.14285714285714,0,0,0,0,0,0,7.14285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2857142857143,0,0,0,7.14285714285714,0,0,0,0,0,0,0
2003,7,7,1,0,1,70,70,11,0,0,0,0,9.09090909090909,0,0,9.09090909090909,36.3636363636364,0,0,0,0,9.09090909090909,0,0,18.1818181818182,9.09090909090909,0,0,0,0,0,0,0,0,9.09090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09090909090909,0,0,9.09090909090909,36.3636363636364,0,0,0,0,9.09090909090909,0,0,18.1818181818182,9.09090909090909,0,0,0,0,0,0,0,0,9.09090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,7,7,1,0,1,72,72,7,0,0,0,0,0,0,0,14.2857142857143,42.8571428571429,0,0,0,14.2857142857143,0,0,0,0,0,0,14.2857142857143,0,0,0,0,0,14.2857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2857142857143,42.8571428571429,0,0,0,14.2857142857143,0,0,0,0,0,0,14.2857142857143,0,0,0,0,0,14.2857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,7,7,1,0,1,74,74,5,0,0,0,0,20,0,0,0,0,40,0,0,0,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,40,0,0,0,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,7,7,1,0,1,76,76,3,0,0,0,0,0,0,0,0,33.3333333333333,0,33.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3333333333333,0,33.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,7,7,1,0,1,78,78,3,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3333333333333,0,0,0,33.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3333333333333,0,0,0,33.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,7,7,1,0,1,80,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,7,7,1,0,1,82,82,2,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,7,7,1,0,1,84,84,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,7,7,1,0,1,86,86,2,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,7,7,1,0,1,18,18,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,7,7,1,0,1,20,20,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,7,7,1,0,1,22,22,7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,7,7,1,0,1,24,24,19,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,7,7,1,0,1,26,26,20,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,7,7,1,0,1,28,28,13,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,7,7,1,0,1,30,30,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,7,7,1,0,1,34,34,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,7,7,1,0,1,36,36,3,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,7,7,1,0,1,38,38,10,0,90,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,7,7,1,0,1,40,40,6,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,7,7,1,0,1,42,42,16,0,62.5,18.75,0,6.25,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,18.75,0,6.25,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,7,7,1,0,1,44,44,9,0,33.3333333333333,44.4444444444444,22.2222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3333333333333,44.4444444444444,22.2222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,7,7,1,0,1,46,46,15,0,0,26.6666666666667,20,13.3333333333333,13.3333333333333,20,6.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6666666666667,20,13.3333333333333,13.3333333333333,20,6.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,7,7,1,0,1,48,48,29,0,0,41.3793103448276,27.5862068965517,10.3448275862069,10.3448275862069,3.44827586206897,6.89655172413793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.3793103448276,27.5862068965517,10.3448275862069,10.3448275862069,3.44827586206897,6.89655172413793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,7,7,1,0,1,50,50,24,0,0,16.6666666666667,29.1666666666667,29.1666666666667,8.33333333333333,4.16666666666667,8.33333333333333,4.16666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6666666666667,29.1666666666667,29.1666666666667,8.33333333333333,4.16666666666667,8.33333333333333,4.16666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,7,7,1,0,1,52,52,33,0,0,6.06060606060606,15.1515151515152,51.5151515151515,12.1212121212121,3.03030303030303,3.03030303030303,3.03030303030303,0,0,0,0,0,0,0,0,0,3.03030303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03030303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.06060606060606,15.1515151515152,51.5151515151515,12.1212121212121,3.03030303030303,3.03030303030303,3.03030303030303,0,0,0,0,0,0,0,0,0,3.03030303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03030303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,7,7,1,0,1,54,54,54,0,0,0,20.3703703703704,33.3333333333333,22.2222222222222,14.8148148148148,0,1.85185185185185,0,0,0,1.85185185185185,0,0,1.85185185185185,0,0,0,0,1.85185185185185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85185185185185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.3703703703704,33.3333333333333,22.2222222222222,14.8148148148148,0,1.85185185185185,0,0,0,1.85185185185185,0,0,1.85185185185185,0,0,0,0,1.85185185185185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85185185185185,0,0,0,0,0,0,0,0,0,0,0,0,0,0
